Type,Service Request No,Created Date,Completed Date,Location,Outcome,x_coord,y_coord,zip_code,ward,police_district,community_area
Street Lights - All/Out,12-00701072,1-Apr-12,4-Apr-12,4900 N MASON AVE ,Grounded Circuit,1135518.643,1932256.649,60630,45,16,11
Street Lights - All/Out,12-00701122,1-Apr-12,12-Apr-12,200 W 76TH ST ,Replaced Remote,1176264.677,1854582.843,60620,17,6,69
Street Lights - All/Out,12-00701133,1-Apr-12,4-Apr-12,2700 N MARMORA AVE ,Service Street Light Controller,1136595.846,1917339.638,60639,30,25,19
Street Lights - All/Out,12-00701197,1-Apr-12,4-Apr-12,2214 N SEMINARY AVE ,Replaced Remote,1168603.84,1914879.098,60614,32,18,7
Street Lights - All/Out,12-00701290,1-Apr-12,5-Apr-12,6135 N BROADWAY  ,Grounded Circuit,1167188.69,1940907.85,60660,48,24,77
Street Lights - All/Out,12-00701302,1-Apr-12,4-Apr-12,10800 S AVENUE H  ,Grounded Circuit,1202850.593,1833954.702,60617,10,4,52
Street Lights - All/Out,12-00701328,2-Apr-12,4-Apr-12,5522 N BERNARD ST ,Grounded Circuit,1152393.459,1936484.396,60625,39,17,13
Street Lights - All/Out,12-00701392,2-Apr-12,5-Apr-12,5100 W CONGRESS PKWY ,Service Street Light Controller,1142216.571,1897196.209,60644,29,15,25
Street Lights - All/Out,12-00701408,2-Apr-12,5-Apr-12,301 S HAMLIN BLVD ,Service Street Light Controller,1151110.978,1898419.18,60624,28,11,27
Street Lights - All/Out,12-00702190,2-Apr-12,4-Apr-12,4700 S CALIFORNIA AVE ,Service Street Light Controller,1158494.119,1873375.829,60632,14,9,58
Street Lights - All/Out,12-00705168,2-Apr-12,6-Apr-12,114 S HAMLIN BLVD ,Service Street Light Controller,1151087.314,1899224.824,60624,28,11,26
Street Lights - All/Out,12-00705935,2-Apr-12,11-Apr-12,8442 S SAGINAW AVE ,Grounded Circuit,1195298.267,1849507.622,60617,7,4,46
Street Lights - All/Out,12-00707183,2-Apr-12,12-Apr-12,4550 W FIFTH AVE ,Grounded Circuit,1146037.91,1895459.173,60624,24,11,26
Street Lights - All/Out,12-00707217,2-Apr-12,4-Apr-12,5000 W CONGRESS PKWY ,Replaced Powerdoor,1143342.971,1897223.477,60644,29,15,25
Street Lights - All/Out,12-00707220,2-Apr-12,6-Apr-12,2700 W BERWYN AVE ,Remade Splices,1157397.779,1935093.211,60625,40,20,4
Street Lights - All/Out,12-00707221,2-Apr-12,5-Apr-12,2800 N CALIFORNIA AVE ,Service Street Light Controller,1157229.595,1918486.817,60618,35,14,21
Street Lights - All/Out,12-00707300,2-Apr-12,5-Apr-12,1300 N DEARBORN ST ,Service Street Light Controller,1175695.674,1909049.178,60610,42,18,8
Street Lights - All/Out,12-00707390,2-Apr-12,4-Apr-12,8100 S SPAULDING AVE ,Replaced Photo Cell,1155791.1,1850701.496,60652,18,8,70
Street Lights - All/Out,12-00707516,3-Apr-12,10-Apr-12,6800 W BELMONT AVE ,Replaced Circuit Breaker,1130527.994,1920513.419,60634,36,16,17
Street Lights - All/Out,12-00707617,3-Apr-12,5-Apr-12,700 N PULASKI RD ,Replaced Remote,1149598.212,1904378.64,60624,28,11,23
Street Lights - All/Out,12-00707632,3-Apr-12,9-Apr-12,7523 W FOREST PRESERVE AVE ,Reset Breaker,1125104.251,1924730.428,60634,36,16,17
Street Lights - All/Out,12-00708896,3-Apr-12,4-Apr-12,9100 S LONGWOOD DR ,Replaced Remote,1165542.788,1844258.613,60643,19,22,72
Street Lights - All/Out,12-00711830,3-Apr-12,4-Apr-12,3800 N HAMLIN AVE ,Service Street Light Controller,1150385.208,1924991.968,60618,39,17,16
Street Lights - All/Out,12-00711892,3-Apr-12,9-Apr-12,3001 W EASTWOOD AVE ,Found Open Cables - Repaired,1155534.092,1930692.537,60625,33,17,14
Street Lights - All/Out,12-00711931,3-Apr-12,4-Apr-12,3900 N HAMLIN AVE ,Grounded Circuit,1150364.953,1925654.52,60618,39,17,16
Street Lights - All/Out,12-00711958,3-Apr-12,10-Apr-12,4650 N SACRAMENTO AVE ,Found Open in Temp - Repaired,1155537.392,1930802.737,60625,33,17,14
Street Lights - All/Out,12-00713375,3-Apr-12,6-Apr-12,500 N HOMAN AVE ,Found Open Cables - Repaired,1153622.799,1903212.757,60624,27,11,23
Street Lights - All/Out,12-00713386,3-Apr-12,8-Apr-12,12100 S LOOMIS ST ,Relamped,1169171.298,1824509.56,60643,34,5,53
Street Lights - All/Out,12-00713388,3-Apr-12,6-Apr-12,5942 N CENTRAL AVE ,Replaced Fixture,1138422.467,1939420.577,60646,45,16,11
Street Lights - All/Out,12-00713394,3-Apr-12,6-Apr-12,3323 N HARDING AVE ,Service Street Light Controller,1149475.23,1921804.301,60618,30,17,21
Street Lights - All/Out,12-00713396,3-Apr-12,10-Apr-12,2711 W POPE JOHN PAUL II DR ,Replaced Fixture,1158963.303,1876037.277,60632,12,9,58
Street Lights - All/Out,12-00713399,3-Apr-12,11-Apr-12,1029 E 45TH ST ,Replaced Circuit Breaker,1183999.2,1875387.437,60653,4,2,39
Street Lights - All/Out,12-00713410,3-Apr-12,8-Apr-12,9400 S THROOP ST ,Restrung Aerial,1169311.32,1842429.106,60620,21,22,73
Street Lights - All/Out,12-00713521,3-Apr-12,9-Apr-12,5230 N CALIFORNIA AVE ,Service Street Light Controller,1156746.031,1934750.012,60625,40,20,4
Street Lights - All/Out,12-00714574,4-Apr-12,10-Apr-12,3100 S INDIANA AVE ,Service Street Light Controller,1178109.044,1884493.08,60616,3,2,35
Street Lights - All/Out,12-00715517,4-Apr-12,9-Apr-12,4900 S MORGAN ST ,Grounded Circuit,1170475.548,1872296.434,60609,20,9,61
Street Lights - All/Out,12-00719344,4-Apr-12,4-Apr-12,5100 S NATOMA AVE ,Replaced Photo Cell,1132908.19,1870036.958,60638,23,8,56
Street Lights - All/Out,12-00719423,4-Apr-12,8-Apr-12,12141 S LOOMIS ST ,Replaced Fuse,1169202.207,1824081.661,60643,34,5,53
Street Lights - All/Out,12-00719430,4-Apr-12,11-Apr-12,4000 S CICERO AVE ,Remade Com Ed Connection,1145021.835,1877778.007,60638,14,10,56
Street Lights - All/Out,12-00719434,4-Apr-12,5-Apr-12,111 N PULASKI RD ,Service Street Light Controller,1149714.92,1900193.928,60624,28,11,26
Street Lights - All/Out,12-00719465,4-Apr-12,9-Apr-12,8100 S SPAULDING AVE ,Replaced Photo Cell,1155791.1,1850701.496,60652,18,8,70
Street Lights - All/Out,12-00719470,4-Apr-12,9-Apr-12,5500 S LAFAYETTE AVE ,Replaced Photo Cell,1176916.23,1868416.405,60621,3,2,40
Street Lights - All/Out,12-00719476,4-Apr-12,7-Apr-12,5300 S BISHOP ST ,Replaced Photo Cell,1167566.633,1869598.333,60609,16,9,61
Street Lights - All/Out,12-00719481,4-Apr-12,7-Apr-12,3700 W PALMER ST ,Restrung Aerial,1151350.795,1914368.917,60647,35,25,22
Street Lights - All/Out,12-00719523,4-Apr-12,10-Apr-12,4600 N HARDING AVE ,Grounded Circuit,1149230.88,1930277.318,60625,39,17,14
Street Lights - All/Out,12-00719575,4-Apr-12,5-Apr-12,10449 S NORMAL AVE ,Remade Splices,1174806.588,1835606.692,60628,34,22,49
Street Lights - All/Out,12-00719579,4-Apr-12,20-Apr-12,9100 S COMMERCIAL AVE ,Restrung Aerial,1197725.113,1845200.688,60617,10,4,46
Street Lights - All/Out,12-00719613,4-Apr-12,9-Apr-12,6200 N ST LOUIS AVE ,Service Street Light Controller,1151922.6,1940925.947,60659,50,17,13
Street Lights - All/Out,12-00719634,4-Apr-12,7-Apr-12,5800 S WOLCOTT AVE ,Found Open in Temp - Repaired,1164679.159,1866206.929,60636,15,7,67
Street Lights - All/Out,12-00719637,4-Apr-12,5-Apr-12,348 W 100TH ST ,Found Open Cables - Repaired,1175759.605,1838616.192,60628,9,5,49
Street Lights - All/Out,12-00719638,4-Apr-12,5-Apr-12,509 W 118TH ST ,Found Open in Temp - Repaired,1174993.117,1826649.899,60628,34,5,53
Street Lights - All/Out,12-00719640,4-Apr-12,6-Apr-12,5007 W DIVERSEY AVE ,Service Street Light Controller,1142521.013,1918152.36,60639,31,25,19
Street Lights - All/Out,12-00719649,4-Apr-12,10-Apr-12,1800 W 108TH PL ,Replaced Fuse,1166286.272,1832738.38,60643,19,22,75
Street Lights - All/Out,12-00719706,4-Apr-12,7-Apr-12,1800 S DESPLAINES ST ,Found Open in Temp - Repaired,1172344.976,1891457.571,60616,25,12,31
Street Lights - All/Out,12-00719713,4-Apr-12,5-Apr-12,1500 W 35TH ST ,Relamped,1166883.323,1881548.251,60609,11,9,59
Street Lights - All/Out,12-00719729,4-Apr-12,4-Apr-12,9900 S HALSTED ST ,Service Street Light Controller,1172728.418,1839206.743,60628,34,22,73
Street Lights - All/Out,12-00719730,4-Apr-12,7-Apr-12,221 W OHIO ST ,Service Street Light Controller,1174547.078,1904149.786,60654,42,18,8
Street Lights - All/Out,12-00719744,5-Apr-12,10-Apr-12,6200 N HARLEM AVE ,Remade Splices,1127373.102,1940674.44,60631,41,16,10
Street Lights - All/Out,12-00719779,5-Apr-12,7-Apr-12,2200 W 52ND ST ,Replaced Fuse,1162388.79,1869977.15,60609,16,9,63
Street Lights - All/Out,12-00719801,5-Apr-12,9-Apr-12,7600 S YATES BLVD ,Service Street Light Controller,1193521.352,1855032.134,60649,7,4,43
Street Lights - All/Out,12-00719981,5-Apr-12,9-Apr-12,6801 N ASHLAND BLVD ,Found Open in Temp - Repaired,1164551.71,1945255.461,60626,49,24,1
Street Lights - All/Out,12-00721857,5-Apr-12,5-Apr-12,749 N SACRAMENTO BLVD ,Remade Splices,1156086.809,1904938.68,60612,27,13,23
Street Lights - All/Out,12-00722044,5-Apr-12,6-Apr-12,2200 W SHAKESPEARE AVE ,Found Open Cables - Repaired,1161343.045,1914368.7,60647,32,14,22
Street Lights - All/Out,12-00722343,5-Apr-12,11-Apr-12,2333 N HARLEM AVE ,Remade Com Ed Connection,1127708.346,1914625.54,60707,36,25,25
Street Lights - All/Out,12-00722814,5-Apr-12,11-Apr-12,3000 N OLEANDER AVE ,Found Open in Temp - Repaired,1125237.662,1919088.81,60707,36,25,17
Street Lights - All/Out,12-00724611,5-Apr-12,11-Apr-12,400 S CENTRAL PARK AVE ,Replaced Fixture,1152453.738,1897798.48,60624,28,11,27
Street Lights - All/Out,12-00725329,5-Apr-12,11-Apr-12,6415 S LONG AVE ,Grounded Circuit,1141512.188,1861470.578,60638,13,8,64
Street Lights - All/Out,12-00725346,5-Apr-12,8-Apr-12,11111 S LOOMIS ST ,Remade Splices,1168980.784,1831030.261,60643,34,22,75
Street Lights - All/Out,12-00725350,5-Apr-12,7-Apr-12,2300 N LAWNDALE AVE ,Service Street Light Controller,1151331.029,1915035.695,60647,35,25,22
Street Lights - All/Out,12-00725355,5-Apr-12,9-Apr-12,11355 S PARNELL AVE ,Relamped,1174666.407,1829591.348,60628,34,22,49
Street Lights - All/Out,12-00725373,5-Apr-12,11-Apr-12,1200 W HOOD AVE ,Found Open Cables - Repaired,1167186.29,1940986.05,60660,48,24,77
Street Lights - All/Out,12-00725381,5-Apr-12,9-Apr-12,5200 W FOSTER AVE ,Reset Breaker,1140755.284,1934085.501,60630,45,16,11
Street Lights - All/Out,12-00725385,5-Apr-12,6-Apr-12,1300 W 111TH ST ,Replaced Remote,1169641.969,1831164.152,60643,34,22,75
Street Lights - All/Out,12-00725388,5-Apr-12,10-Apr-12,7100 S GREENWOOD AVE ,Remade Com Ed Connection,1184780.7,1858130.947,60619,5,3,69
Street Lights - All/Out,12-00725394,5-Apr-12,11-Apr-12,400 E 111TH ST ,Found Open Cables - Repaired,1180882.646,1831447.172,60628,9,5,49
Street Lights - All/Out,12-00725431,5-Apr-12,11-Apr-12,9412 S PERRY AVE ,Found Open Cables - Repaired,1177266.857,1842554.092,60620,21,6,49
Street Lights - All/Out,12-00725487,5-Apr-12,5-Apr-12,3265 S ARCHER AVE ,Reset Breaker,1164881.64,1883078.104,60608,11,9,59
Street Lights - All/Out,12-00725605,6-Apr-12,10-Apr-12,2220 E 81ST ST ,Found Open Cables - Repaired,1192479.699,1851700.708,60617,8,4,46
Street Lights - All/Out,12-00725614,6-Apr-12,9-Apr-12,1852 N BISSELL ST ,Found Open in Temp - Repaired,1169685.03,1912327.16,60614,43,18,7
Street Lights - All/Out,12-00725623,6-Apr-12,11-Apr-12,5000 W FOSTER AVE ,Grounded Circuit,1142079.87,1934114.473,60630,45,16,12
Street Lights - All/Out,12-00725730,6-Apr-12,13-Apr-12,2350 W 95TH ST ,Replaced Fuseholder,1162283.495,1841580.504,60643,19,22,72
Street Lights - All/Out,12-00725885,6-Apr-12,7-Apr-12,3800 N TROY ST ,Replaced Relay,1154711.246,1925097.595,60618,33,17,16
Street Lights - All/Out,12-00725903,6-Apr-12,11-Apr-12,4800 N CENTRAL AVE ,Reset Breaker,1138134.876,1931358.037,60630,45,16,15
Street Lights - All/Out,12-00726277,6-Apr-12,11-Apr-12,6200 S WINCHESTER AVE ,Wire Cut - Repaired,1164421.972,1863543.883,60636,15,7,67
Street Lights - All/Out,12-00726661,6-Apr-12,6-Apr-12,10700 S SEELEY AVE ,Restrung Aerial,1164581.31,1833665.555,60643,19,22,75
Street Lights - All/Out,12-00727116,6-Apr-12,7-Apr-12,5651 S NEWCASTLE AVE ,Remade Splices,1131687.031,1866306.917,60638,23,8,56
Street Lights - All/Out,12-00727677,6-Apr-12,11-Apr-12,5700 S STATE ST ,Replaced Circuit Breaker,1177247.879,1867226.994,60621,3,2,40
Street Lights - All/Out,12-00727863,6-Apr-12,11-Apr-12,8600 S DR MARTIN LUTHER KING JR DR ,Found Open Cables - Repaired,1180416.387,1848058.083,60619,6,6,44
Street Lights - All/Out,12-00729569,6-Apr-12,10-Apr-12,5500 S RUSSELL DR ,Replaced Remote,1180654,1868248.96,60637,20,2,40
Street Lights - All/Out,12-00730135,6-Apr-12,10-Apr-12,5687 W HIGGINS AVE ,Grounded Circuit,1137326.558,1932560.119,60630,45,16,11
Street Lights - All/Out,12-00730140,6-Apr-12,9-Apr-12,9153 S ADA ST ,Found Low Voltage - Repaired,1168936.264,1844061.025,60620,21,22,73
Street Lights - All/Out,12-00730169,6-Apr-12,16-Apr-12,100 N PINE AVE ,Straighten & Secure Electrical Equipment,1139489.545,1900203.345,60644,29,15,25
Street Lights - All/Out,12-00730328,7-Apr-12,9-Apr-12,9200 S BISHOP ST ,Found Open in Temp - Repaired,1168281.59,1843734.212,60620,21,22,73
Street Lights - All/Out,12-00730333,7-Apr-12,12-Apr-12,6900 S JEFFERY BLVD ,Reset Breaker,1190735.186,1859614.906,60649,5,3,43
Street Lights - All/Out,12-00731321,7-Apr-12,11-Apr-12,3400 W POTOMAC AVE ,Found Open in Temp - Repaired,1153461.067,1908443.042,60651,26,14,23
Street Lights - All/Out,12-00731374,7-Apr-12,11-Apr-12,2200 N LAWNDALE AVE ,Grounded Circuit,1151350.795,1914368.917,60647,35,25,22
Street Lights - All/Out,12-00731423,7-Apr-12,11-Apr-12,3336 S JUSTINE ST ,Replaced Relay,1166555.26,1882638.373,60608,11,9,59
Street Lights - All/Out,12-00731430,7-Apr-12,11-Apr-12,7500 S PARNELL AVE ,Found Open in Temp - Repaired,1173845.472,1855176.684,60620,17,6,69
Street Lights - All/Out,12-00731499,7-Apr-12,11-Apr-12,5600 N DRAKE AVE ,Grounded Circuit,1151706.2,1936981.27,60659,39,17,13
Street Lights - All/Out,12-00731588,8-Apr-12,12-Apr-12,1330 N KEDZIE AVE ,Found Open in Temp - Repaired,1154781.514,1908772.76,60651,26,14,23
Street Lights - All/Out,12-00731613,8-Apr-12,13-Apr-12,3500 S SB OUTER LAKE SHORE DR ,Remade Splices,1182420.533,1881923.28,60653,4,2,36
Street Lights - All/Out,12-00731799,8-Apr-12,12-Apr-12,1365 E 55TH ST ,Restrung Aerial,1186315.697,1868804.437,60615,5,2,41
Street Lights - All/Out,12-00732254,8-Apr-12,11-Apr-12,4800 N HARDING AVE ,Service Street Light Controller,1149191.927,1931605.397,60625,39,17,14
Street Lights - All/Out,12-00732275,8-Apr-12,9-Apr-12,1700 W CERMAK RD ,Remade Splices,1165378.501,1889464.018,60608,25,12,31
Street Lights - All/Out,12-00732286,8-Apr-12,16-Apr-12,7101 S EXCHANGE AVE ,Service Street Light Controller,1193449.792,1858343.507,60649,7,3,43
Street Lights - All/Out,12-00732295,8-Apr-12,10-Apr-12,6500 S MOZART ST ,Replaced Fuse,1158497.511,1861412.277,60629,15,8,66
Street Lights - All/Out,12-00732344,8-Apr-12,9-Apr-12,6400 N HARLEM AVE ,Reset Breaker,1127375.187,1941928.938,60631,41,16,9
Street Lights - All/Out,12-00732419,8-Apr-12,11-Apr-12,1600 N NARRAGANSETT AVE ,Restrung Aerial,1133505.41,1909960.426,60639,36,25,25
Street Lights - All/Out,12-00732500,8-Apr-12,11-Apr-12,1200 W MADISON ST ,Replaced Circuit Breaker,1168388.283,1900176.275,60607,27,12,28
Street Lights - All/Out,12-00732776,9-Apr-12,10-Apr-12,5400 W IRVING PARK RD ,Service Street Light Controller,1139638.993,1926069.352,60641,38,16,15
Street Lights - All/Out,12-00734153,9-Apr-12,9-Apr-12,3341 S INDIANA AVE ,Replaced Starter,1178150.019,1882887.609,60616,3,2,35
Street Lights - All/Out,12-00734967,9-Apr-12,9-Apr-12,4800 N NB OUTER LAKE SHORE DR ,Reset Breaker,1170646.539,1932180.525,60640,48,20,3
Street Lights - All/Out,12-00735813,9-Apr-12,10-Apr-12,10701 S SEELEY AVE ,Remade Splices,1164581.41,1833657.255,60643,19,22,75
Street Lights - All/Out,12-00735918,9-Apr-12,12-Apr-12,3500 S STATE ST ,Restrung Aerial,1176845.009,1881803.8,60609,3,2,35
Street Lights - All/Out,12-00736050,9-Apr-12,9-Apr-12,1200 N NB OUTER LAKE SHORE DR ,Found Open Cables - Repaired,1177231.607,1908443.484,60610,43,18,8
Street Lights - All/Out,12-00736370,9-Apr-12,12-Apr-12,8300 S WOLCOTT AVE ,Remade Splices,1165130.604,1849628.322,60620,18,6,71
Street Lights - All/Out,12-00736635,9-Apr-12,12-Apr-12,320 W 77TH ST ,Restrung Aerial,1175430.714,1853893.76,60620,17,6,69
Street Lights - All/Out,12-00737872,9-Apr-12,12-Apr-12,6040 N KENMORE AVE ,Remade Splices,1168149.345,1940233.884,60660,48,24,77
Street Lights - All/Out,12-00737906,9-Apr-12,12-Apr-12,1132 W 51ST ST ,Replaced Relay,1169516.391,1870977.123,60609,16,9,61
Street Lights - All/Out,12-00737934,9-Apr-12,13-Apr-12,6649 W 64TH ST ,Relamped,1133192.869,1861350.738,60638,23,8,64
Street Lights - All/Out,12-00737952,9-Apr-12,12-Apr-12,12900 S MUSKEGON AVE ,Grounded Circuit,1197090.691,1820026.812,60633,10,4,55
Street Lights - All/Out,12-00737957,9-Apr-12,17-Apr-12,3025 S CHRISTIANA AVE ,Remade Splices,1154508.727,1884405.393,60623,22,10,30
Street Lights - All/Out,12-00737959,9-Apr-12,12-Apr-12,13100 S MUSKEGON AVE ,Found Open in Temp - Repaired,1197102.12,1818694.562,60633,10,4,55
Street Lights - All/Out,12-00737966,9-Apr-12,12-Apr-12,400 E GARFIELD BLVD ,Found Open in Temp - Repaired,1179861.249,1868632.086,60615,4,2,40
Street Lights - All/Out,12-00737970,9-Apr-12,13-Apr-12,7700 S TROY ST ,Found Open in Temp - Repaired,1156713.06,1853387.797,60652,18,8,70
Street Lights - All/Out,12-00737974,9-Apr-12,12-Apr-12,3815 W GRENSHAW ST ,Found Open in Temp - Repaired,1151160.294,1894769.2,60624,24,11,29
Street Lights - All/Out,12-00737981,9-Apr-12,11-Apr-12,252 N CALIFORNIA AVE ,Grounded Circuit,1157683.942,1901562.3,60612,27,13,27
Street Lights - All/Out,12-00738026,9-Apr-12,11-Apr-12,4053 S ARCHER AVE ,Remade Com Ed Connection,1158337.486,1877631.983,60632,12,9,58
Street Lights - All/Out,12-00738066,9-Apr-12,16-Apr-12,1800 W POLK ST ,Restrung Aerial,1164509.841,1896477.379,60612,2,12,28
Street Lights - All/Out,12-00738087,9-Apr-12,12-Apr-12,1 N ELIZABETH ST ,Relamped,1167948.523,1900162.579,60607,27,12,28
Street Lights - All/Out,12-00738088,9-Apr-12,12-Apr-12,1200 W 51ST ST ,Service Street Light Controller,1169186.102,1870969.278,60609,16,9,61
Street Lights - All/Out,12-00738119,9-Apr-12,12-Apr-12,300 W 109TH ST ,Remade Splices,1176222.683,1832649.542,60628,34,5,49
Street Lights - All/Out,12-00738188,9-Apr-12,12-Apr-12,9234 S COLFAX AVE ,Replaced Fuse,1195113.687,1844238.59,60617,7,4,48
Street Lights - All/Out,12-00738247,10-Apr-12,12-Apr-12,400 W MADISON ST ,Reset Breaker,1173541.058,1900320.339,60606,42,1,28
Street Lights - All/Out,12-00738274,10-Apr-12,12-Apr-12,4530 W 65TH PL ,Found Open in Temp - Repaired,1147347.764,1860787.83,60629,13,8,65
Street Lights - All/Out,12-00738276,10-Apr-12,12-Apr-12,3200 N MILWAUKEE AVE ,Service Street Light Controller,1150054.604,1920999.223,60618,31,17,21
Street Lights - All/Out,12-00738280,10-Apr-12,16-Apr-12,4600 W HARRISON ST ,Replaced Relay,1145815.047,1896961.016,60644,24,11,25
Street Lights - All/Out,12-00738284,10-Apr-12,12-Apr-12,3800 W VAN BUREN ST ,Remade Splices,1151144.822,1897756.14,60624,24,11,26
Street Lights - All/Out,12-00738287,10-Apr-12,12-Apr-12,3700 N KEDVALE AVE ,Remade Splices,1148189.417,1924276.139,60641,38,17,16
Street Lights - All/Out,12-00738568,10-Apr-12,10-Apr-12,3000 S ARCHER AVE ,Service Street Light Controller,1167397.98,1885029.99,60608,11,9,60
Street Lights - All/Out,12-00738735,10-Apr-12,12-Apr-12,6095 N SAUGANASH AVE ,Found Open in Temp - Repaired,1146547.419,1940128.409,60646,39,17,12
Street Lights - All/Out,12-00741220,10-Apr-12,13-Apr-12,2800 W WILSON AVE ,Straighten & Secure Electrical Equipment,1156849.791,1930393.019,60625,33,17,14
Street Lights - All/Out,12-00742169,10-Apr-12,11-Apr-12,3900 W CONGRESS PKWY ,Wire Cut - Repaired,1150471.12,1897410.981,60624,24,11,26
Street Lights - All/Out,12-00743781,10-Apr-12,13-Apr-12,6400 S NORMANDY AVE ,Remade Splices,1132856.531,1861341.765,60638,23,8,64
Street Lights - All/Out,12-00743807,10-Apr-12,12-Apr-12,2800 W FULTON ST ,Replaced Fuse,1157675.335,1901887.955,60612,27,13,27
Street Lights - All/Out,12-00743846,10-Apr-12,12-Apr-12,2700 W WILSON AVE ,Service Street Light Controller,1157566.223,1930406.326,60625,47,19,4
Street Lights - All/Out,12-00743849,10-Apr-12,13-Apr-12,9749 S AVENUE H  ,Found Open in Temp - Repaired,1202781.625,1841096.209,60617,10,4,52
Street Lights - All/Out,12-00743851,10-Apr-12,17-Apr-12,5031 S ROCKWELL ST ,Reset Breaker,1159887.318,1871215.735,60632,14,9,63
Street Lights - All/Out,12-00743862,10-Apr-12,11-Apr-12,1300 W MADISON ST ,Replaced Photo Cell,1167714.438,1900155.485,60607,27,12,28
Street Lights - All/Out,12-00743867,10-Apr-12,13-Apr-12,4942 S MICHIGAN AVE ,Grounded Circuit,1177992.736,1872286.28,60615,3,2,38
Street Lights - All/Out,12-00743895,10-Apr-12,13-Apr-12,2700 W COLUMBUS AVE ,Replaced Starter,1159692.92,1854291.17,60652,18,8,70
Street Lights - All/Out,12-00743934,10-Apr-12,13-Apr-12,4315 S ELLIS AVE ,Found Open in Temp - Repaired,1183648.076,1876605.999,60653,4,2,39
Street Lights - All/Out,12-00743967,10-Apr-12,15-Apr-12,5300 S BLACKSTONE AVE ,Found Open in Temp - Repaired,1186811.741,1870413.54,60615,4,2,41
Street Lights - All/Out,12-00744161,11-Apr-12,16-Apr-12,1436 E 103RD ST ,Grounded Circuit,1187657.767,1836971.442,60628,8,5,50
Street Lights - All/Out,12-00744168,11-Apr-12,13-Apr-12,5361 N ELSTON AVE ,Replaced Fixture,1140818.808,1935386.197,60630,45,16,11
Street Lights - All/Out,12-00744206,11-Apr-12,13-Apr-12,1110 W LAKE ST ,Grounded Circuit,1169001.27,1901610.256,60607,27,12,28
Street Lights - All/Out,12-00744670,11-Apr-12,13-Apr-12,1800 S WOOD ST ,Service Street Light Controller,1164655.035,1891440.382,60608,25,12,31
Street Lights - All/Out,12-00744699,11-Apr-12,13-Apr-12,2100 S MAY ST ,Grounded Circuit,1169124.438,1890055.95,60608,25,12,31
Street Lights - All/Out,12-00745390,11-Apr-12,16-Apr-12,2800 W GREENLEAF AVE ,Relamped,1156438.713,1946638.957,60645,50,24,2
Street Lights - All/Out,12-00749971,11-Apr-12,19-Apr-12,5200 W NORTH AVE ,Reset Breaker,1141454.636,1910141.391,60639,37,25,25
Street Lights - All/Out,12-00750076,11-Apr-12,14-Apr-12,4200 S FAIRFIELD AVE ,Found Open Cables - Repaired,1158727.3,1876696.06,60632,12,9,58
Street Lights - All/Out,12-00750087,11-Apr-12,16-Apr-12,5100 S HYDE PARK BLVD ,Service Street Light Controller,1188222.089,1871513.282,60615,4,2,41
Street Lights - All/Out,12-00750134,11-Apr-12,16-Apr-12,1600 E 53RD ST ,Service Street Light Controller,1187899.928,1870441.082,60615,4,2,41
Street Lights - All/Out,12-00750146,11-Apr-12,16-Apr-12,4500 W WEST END AVE ,Grounded Circuit,1146361.141,1900595.862,60624,28,11,26
Street Lights - All/Out,12-00750156,11-Apr-12,16-Apr-12,800 S CLINTON ST ,Service Street Light Controller,1172845.795,1896710.502,60607,2,1,28
Street Lights - All/Out,12-00750164,11-Apr-12,14-Apr-12,1000 S MORGAN ST ,Grounded Circuit,1170062.041,1895776.981,60607,25,12,28
Street Lights - All/Out,12-00750211,11-Apr-12,16-Apr-12,9119 S EXCHANGE AVE ,Reset Breaker,1197351.601,1845062.801,60617,10,4,46
Street Lights - All/Out,12-00750322,11-Apr-12,17-Apr-12,9500 S RACINE AVE ,Grounded Circuit,1169992.871,1841780.112,60643,21,22,73
Street Lights - All/Out,12-00750434,12-Apr-12,15-Apr-12,2600 N CENTRAL PARK AVE ,Found Open in Temp - Repaired,1151941.805,1917048.562,60647,35,25,22
Street Lights - All/Out,12-00750997,12-Apr-12,16-Apr-12,100 N CLARK ST ,Service Street Light Controller,1175527.717,1900814.762,60602,42,1,32
Street Lights - All/Out,12-00751132,12-Apr-12,12-Apr-12,1200 W PERSHING RD ,Remade Splices,1168874.581,1878974.793,60609,11,9,60
Street Lights - All/Out,12-00751234,12-Apr-12,13-Apr-12,2900 N CENTRAL AVE ,Replaced Fixture,1138535.848,1918721.78,60634,31,25,19
Street Lights - All/Out,12-00751590,12-Apr-12,13-Apr-12,2528 W 110TH ST ,Relamped,1161496.601,1831606.118,60655,19,22,75
Street Lights - All/Out,12-00751973,12-Apr-12,14-Apr-12,4501 S KILDARE BLVD ,Grounded Circuit,1148397.75,1874445.387,60632,14,8,57
Street Lights - All/Out,12-00752198,12-Apr-12,14-Apr-12,4600 S KILDARE BLVD ,Remade Com Ed Connection,1148420.733,1873741.231,60632,14,8,57
Street Lights - All/Out,12-00753082,12-Apr-12,12-Apr-12,1020 W PERSHING RD ,Remade Splices,1170153.518,1878970.675,60609,11,9,60
Street Lights - All/Out,12-00754410,12-Apr-12,16-Apr-12,6229 N KARLOV AVE ,Reset Breaker,1147901.145,1941042.02,60646,39,17,12
Street Lights - All/Out,12-00755876,12-Apr-12,18-Apr-12,7900 S SACRAMENTO AVE ,Replaced Fixture,1157751.65,1852048.114,60652,18,8,70
