Type,Service Request No,Created Date,Completed Date,Location,Outcome,x_coord,y_coord,zip_code,ward,police_district,community_area
Alley Light Out,12-00700160,1-Apr-12,19-Apr-12,5931 N ROCKWELL ST ,Remade Com Ed Connection,1157924.797,1939298.014,60659,40,20,2
Alley Light Out,12-00700210,1-Apr-12,1-May-12,4413 N KEYSTONE AVE ,Replaced Powerdoor,1148605.94,1928933.66,60630,39,17,14
Alley Light Out,12-00700258,1-Apr-12,13-Apr-12,12140 S NORMAL AVE ,Replaced Fixture,1175156.901,1824398.938,60628,34,5,53
Alley Light Out,12-00700343,1-Apr-12,20-Apr-12,1945 S KEDZIE AVE ,Replaced Fuse,1155336.428,1890226.072,60623,24,10,29
Alley Light Out,12-00700434,1-Apr-12,2-May-12,4651 N KENMORE AVE ,Replaced Fixture,1168400.691,1931101.64,60640,46,19,3
Alley Light Out,12-00701039,1-Apr-12,11-Jun-12,1131 N MOZART ST ,Replaced Powerdoor,1157180.695,1907397.028,60622,26,13,24
Alley Light Out,12-00701081,1-Apr-12,17-May-12,2446 N LAWNDALE AVE ,Replaced Powerdoor,1151303.868,1916009.025,60647,35,25,22
Alley Light Out,12-00701104,1-Apr-12,27-Apr-12,2557 W 117TH ST ,Replaced Photo Cell,1161380.592,1826963.311,60655,19,22,75
Alley Light Out,12-00701257,1-Apr-12,7-May-12,10834 S EBERHART AVE ,Replaced Fuseholder,1181500.256,1833223.946,60628,9,5,49
Alley Light Out,12-00701335,2-Apr-12,24-Apr-12,13530 S AVENUE L  ,Replaced Fuseholder,1202095.987,1815930.814,60633,10,4,55
Alley Light Out,12-00702361,2-Apr-12,20-Apr-12,4834 W CULLOM AVE ,Remade Com Ed Connection,1143369.327,1928151.51,60641,45,16,15
Alley Light Out,12-00702876,2-Apr-12,24-Apr-12,3301 W 63RD PL ,Relamped,1155479.388,1862321.764,60629,15,8,66
Alley Light Out,12-00703092,2-Apr-12,16-Apr-12,8723 S JUSTINE ST ,Remade Com Ed Connection,1167526.076,1846880.67,60620,21,22,71
Alley Light Out,12-00703359,2-Apr-12,11-Apr-12,4123 N MELVINA AVE ,Replaced Fixture,1134282.203,1926820.95,60634,38,16,15
Alley Light Out,12-00705861,2-Apr-12,19-Apr-12,11646 S LOOMIS ST ,Remade Com Ed Connection,1169091.152,1827519.621,60643,34,5,53
Alley Light Out,12-00706180,2-Apr-12,19-Apr-12,1028 W 104TH ST ,Replaced Powerdoor,1171300.743,1835854.9,60643,34,22,73
Alley Light Out,12-00706984,2-Apr-12,11-Apr-12,4508 N CENTRAL AVE ,Relamped,1138192.502,1929472.56,60630,38,16,15
Alley Light Out,12-00706992,2-Apr-12,18-Apr-12,4409 W WILCOX ST ,Replaced Fixture,1147020.427,1898972.64,60624,28,11,26
Alley Light Out,12-00707198,2-Apr-12,16-Apr-12,1122 N WALLER AVE ,Replaced Photo Cell,1138145.723,1906907.783,60651,29,15,25
Alley Light Out,12-00707252,2-Apr-12,12-Apr-12,3247 S HAMLIN AVE ,Relamped,1151555.51,1882805.802,60623,22,10,30
Alley Light Out,12-00707328,2-Apr-12,21-May-12,4356 N KENMORE AVE ,Replaced Fuseholder,1168384.39,1929080.607,60613,46,19,3
Alley Light Out,12-00707439,2-Apr-12,10-Apr-12,4814 W CORTEZ ST ,Remade Com Ed Connection,1143984.322,1906546.345,60651,37,15,25
Alley Light Out,12-00707512,3-Apr-12,19-Apr-12,11713 S ASHLAND AVE ,Remade Com Ed Connection,1167782.78,1827043.73,60643,34,5,53
Alley Light Out,12-00707567,3-Apr-12,8-May-12,650 W ARLINGTON PL ,Replaced Fixture,1171836.991,1916643.162,60614,43,19,7
Alley Light Out,12-00707577,3-Apr-12,5-Apr-12,7257 W THORNDALE AVE ,Remade Com Ed Connection,1126838.777,1938588.49,60631,41,16,10
Alley Light Out,12-00707683,3-Apr-12,15-May-12,12446 S EGGLESTON AVE ,Replaced Fixture,1175553.95,1822378.097,60628,34,5,53
Alley Light Out,12-00707704,3-Apr-12,11-Jun-12,2327 W DIVERSEY AVE ,Remade Com Ed Connection,1160356.89,1918545.699,60647,1,14,22
Alley Light Out,12-00707721,3-Apr-12,30-Apr-12,3822 N ASHLAND AVE ,Replaced Powerdoor,1164972.387,1925451.367,60613,47,19,6
Alley Light Out,12-00707732,3-Apr-12,9-May-12,1822 W HENDERSON ST ,Replaced Powerdoor,1163514.167,1922272.76,60657,32,19,5
Alley Light Out,12-00707752,3-Apr-12,21-May-12,4346 N KENMORE AVE ,Relamped,1168386.543,1929010.768,60613,46,19,3
Alley Light Out,12-00707839,3-Apr-12,6-Jun-12,713 W 57TH ST ,Relamped,1172467.189,1867077.016,60621,20,7,68
Alley Light Out,12-00708207,3-Apr-12,10-Apr-12,2047 N TRIPP AVE ,Remade Com Ed Connection,1147720.058,1913264.815,60639,30,25,20
Alley Light Out,12-00708333,3-Apr-12,16-Apr-12,5715 W ERIE ST ,Replaced Powerdoor,1138078.88,1903719.04,60644,29,15,25
Alley Light Out,12-00709056,3-Apr-12,4-Apr-12,2632 N TALMAN AVE ,Relamped,1158247.818,1917454.358,60647,35,14,22
Alley Light Out,12-00709156,3-Apr-12,2-May-12,3233 W CERMAK RD ,Replaced Powerdoor,1155034.257,1889191.809,60623,24,10,30
Alley Light Out,12-00709350,3-Apr-12,20-Apr-12,1459 E 69TH PL ,Replaced Fuse,1187286.386,1859204.469,60637,5,3,43
Alley Light Out,12-00709601,3-Apr-12,19-Apr-12,7844 S WABASH AVE ,Remade Com Ed Connection,1178071.012,1853016.501,60619,6,6,69
Alley Light Out,12-00710071,3-Apr-12,4-May-12,2848 N SPAULDING AVE ,Remade Com Ed Connection,1153889.034,1918757.134,60618,35,14,21
Alley Light Out,12-00711304,3-Apr-12,25-Apr-12,4012 S CALIFORNIA AVE ,Remade Com Ed Connection,1158356.078,1877887.8,60632,14,9,58
Alley Light Out,12-00711305,3-Apr-12,10-Apr-12,7355 N OTTAWA AVE ,Replaced Fixture,1124406.826,1948209.964,60631,41,16,9
Alley Light Out,12-00712197,3-Apr-12,16-Apr-12,3800 W 79TH PL ,Replaced Fixture,1152435.864,1851606.189,60652,18,8,70
Alley Light Out,12-00712312,3-Apr-12,2-May-12,1831 W CULLERTON ST ,Relamped,1164474.234,1890439.407,60608,25,12,31
Alley Light Out,12-00712572,3-Apr-12,3-May-12,1417 W TAYLOR ST ,Replaced Photo Cell,1167007.35,1895687.62,60607,2,12,28
Alley Light Out,12-00712831,3-Apr-12,11-Apr-12,8030 S VERNON AVE ,Replaced Fuse,1180637.515,1851859.622,60619,6,6,44
Alley Light Out,12-00712885,3-Apr-12,13-Apr-12,700 W 115TH ST ,Remade Com Ed Connection,1173709.83,1828609.534,60628,34,22,49
Alley Light Out,12-00713292,3-Apr-12,16-Apr-12,9536 S LOWE AVE ,Replaced Photo Cell,1173650.074,1841631.38,60628,21,22,73
Alley Light Out,12-00713391,3-Apr-12,10-May-12,3019 W 104TH ST ,Replaced Fixture,1157913.987,1835513.775,60655,19,22,74
Alley Light Out,12-00713481,3-Apr-12,16-Apr-12,9326 S NORMAL AVE ,Remade Com Ed Connection,1174604.847,1843054.932,60620,21,22,73
Alley Light Out,12-00713509,3-Apr-12,16-Apr-12,1714 N MCVICKER AVE ,Replaced Fuseholder,1135812.976,1910768.767,60639,29,25,25
Alley Light Out,12-00713612,3-Apr-12,27-Apr-12,4600 S KNOX AVE ,Replaced Fixture,1146128.27,1873727.32,60632,23,8,56
Alley Light Out,12-00713889,4-Apr-12,11-Apr-12,6033 S CHAMPLAIN AVE ,Replaced Fuse,1181602.43,1865148.87,60637,20,3,42
Alley Light Out,12-00714829,4-Apr-12,10-Apr-12,421 W 37TH PL ,Remade Com Ed Connection,1173936.4,1880064.6,60609,11,9,60
Alley Light Out,12-00714971,4-Apr-12,5-Apr-12,3000 N CICERO AVE ,Replaced Fixture,1143855.343,1919515.838,60641,31,25,19
Alley Light Out,12-00715240,4-Apr-12,4-Apr-12,2415 S STEWART AVE ,Replaced Powerdoor,1174070.38,1888210.843,60616,25,9,34
Alley Light Out,12-00715316,4-Apr-12,7-May-12,1627 E 74TH PL ,Remade Com Ed Connection,1188381.224,1855908.872,60649,8,3,43
Alley Light Out,12-00715696,4-Apr-12,10-Apr-12,6021 N WOLCOTT AVE ,Replaced Powerdoor,1162653.74,1939985.392,60660,40,24,2
Alley Light Out,12-00715770,4-Apr-12,23-Apr-12,2839 W 82ND ST ,Replaced Photo Cell,1158769.347,1850121.654,60652,18,8,70
Alley Light Out,12-00715842,4-Apr-12,4-Apr-12,7831 S TRUMBULL AVE ,Replaced Photo Cell,1154741.022,1852467.559,60652,18,8,70
Alley Light Out,12-00716056,4-Apr-12,11-Apr-12,5815 S MORGAN ST ,Replaced Powerdoor,1170640.061,1866185.852,60621,16,7,68
Alley Light Out,12-00716089,4-Apr-12,11-Apr-12,535 E 88TH PL ,Remade Com Ed Connection,1181359.294,1846419.69,60619,6,6,44
Alley Light Out,12-00716555,4-Apr-12,12-Apr-12,4010 W CERMAK RD ,Relamped,1149985.935,1889079.394,60623,24,10,29
Alley Light Out,12-00717650,4-Apr-12,12-Apr-12,3246 S SPRINGFIELD AVE ,Remade Com Ed Connection,1150889.334,1882793.985,60623,22,10,30
Alley Light Out,12-00717684,4-Apr-12,30-Apr-12,1408 W CHASE AVE ,Remade Com Ed Connection,1165519.611,1948364.395,60626,49,24,1
Alley Light Out,12-00717708,4-Apr-12,30-Apr-12,7360 N GREENVIEW AVE ,Replaced Fixture,1165022.535,1948888.098,60626,49,24,1
Alley Light Out,12-00718866,4-Apr-12,20-Apr-12,1510 W CORTEZ ST ,Replaced Powerdoor,1166116.171,1907095.282,60642,27,13,24
Alley Light Out,12-00718990,4-Apr-12,7-May-12,6820 W DICKENS AVE ,Replaced Fuse,1130518.96,1913212.091,60707,36,25,25
Alley Light Out,12-00719203,4-Apr-12,27-Apr-12,6433 S DAMEN AVE ,Relamped,1164133.629,1861989.397,60636,15,7,67
Alley Light Out,12-00719343,4-Apr-12,16-Apr-12,9437 S ADA ST ,Replaced Fixture,1168986.02,1842173.202,60620,21,22,73
Alley Light Out,12-00719511,4-Apr-12,19-Apr-12,10057 S GREEN ST ,Relamped,1172421.157,1838146.695,60643,34,22,73
Alley Light Out,12-00719616,4-Apr-12,19-Apr-12,1406 W 112TH PL ,Replaced Photo Cell,1168948.219,1830110.843,60643,34,22,75
Alley Light Out,12-00719653,4-Apr-12,19-Apr-12,1237 W 110TH PL ,Relamped,1170046.753,1831505.126,60643,34,22,75
Alley Light Out,12-00719655,4-Apr-12,4-May-12,3350 N NAGLE AVE ,Replaced Fixture,1132795.743,1921248.523,60634,36,16,17
Alley Light Out,12-00719658,4-Apr-12,11-Apr-12,2811 W 55TH ST ,Remade Com Ed Connection,1158526.655,1868056.543,60632,16,8,63
Alley Light Out,12-00719673,4-Apr-12,4-Apr-12,4629 S LAFLIN ST ,Replaced Fixture,1167113.498,1874039.763,60609,3,9,61
Alley Light Out,12-00719676,4-Apr-12,4-Apr-12,402 E 103RD ST ,Replaced Refractor,1180752.913,1836758.8,60628,9,5,49
Alley Light Out,12-00719891,5-Apr-12,9-Apr-12,5144 S OAK PARK AVE ,Replaced Fixture,1131921.02,1869690.53,60638,23,8,56
Alley Light Out,12-00719917,5-Apr-12,6-Apr-12,65 E 89TH PL ,Replaced Fixture,1178516.038,1845673.014,60619,6,6,44
Alley Light Out,12-00720527,5-Apr-12,5-Apr-12,3517 W MELROSE ST ,Relamped,1152405.5,1921389.46,60618,35,17,21
Alley Light Out,12-00720534,5-Apr-12,5-Apr-12,3456 W BELMONT AVE ,Relamped,1152699.98,1921062.294,60618,35,17,21
Alley Light Out,12-00720538,5-Apr-12,5-Apr-12,3442 W BELMONT AVE ,Relamped,1152766.08,1921063.794,60618,35,17,21
Alley Light Out,12-00720560,5-Apr-12,5-Apr-12,3424 W BELMONT AVE ,Replaced Powerdoor,1152889.18,1921066.894,60618,35,17,21
Alley Light Out,12-00720571,5-Apr-12,5-Apr-12,3402 W BELMONT AVE ,Relamped,1153140.506,1921074.251,60618,35,17,21
Alley Light Out,12-00720574,5-Apr-12,5-Apr-12,2420 N LAWNDALE AVE ,Replaced Fixture,1151308.368,1915835.725,60647,35,25,22
Alley Light Out,12-00720585,5-Apr-12,5-Apr-12,2415 S HAMLIN AVE ,Relamped,1151422.139,1887692.445,60623,22,10,30
Alley Light Out,12-00720592,5-Apr-12,5-Apr-12,3005 W LOGAN BLVD ,Replaced Fixture,1155874.969,1917138.05,60647,35,14,22
Alley Light Out,12-00720594,5-Apr-12,5-Apr-12,3523 W MELROSE ST ,Replaced Fixture,1152341.448,1921387.87,60618,35,17,21
Alley Light Out,12-00720614,5-Apr-12,24-Apr-12,13044 S MUSKEGON AVE ,Replaced Fuseholder,1197099.061,1819065.144,60633,10,4,55
Alley Light Out,12-00720835,5-Apr-12,22-May-12,7631 S GREEN ST ,Replaced Photo Cell,1171958.985,1854250.624,60620,17,6,71
Alley Light Out,12-00721355,5-Apr-12,5-Apr-12,4348 S SHIELDS AVE ,Replaced Fuse,1174700.486,1876031.6,60609,3,9,37
Alley Light Out,12-00721367,5-Apr-12,18-Apr-12,5662 N NEVA AVE ,Remade Com Ed Connection,1127810.429,1937286.436,60631,41,16,10
Alley Light Out,12-00721751,5-Apr-12,12-Apr-12,6212 S NEENAH AVE ,Relamped,1133811.578,1862619.971,60638,23,8,64
Alley Light Out,12-00721876,5-Apr-12,16-Apr-12,8044 S COLFAX AVE ,Replaced Fixture,1194914.359,1851947.291,60617,7,4,46
Alley Light Out,12-00722225,5-Apr-12,12-Apr-12,5615 W 64TH PL ,Relamped,1140093.919,1861235.963,60638,13,8,64
Alley Light Out,12-00722228,5-Apr-12,12-Apr-12,6247 W 63RD PL ,Remade Com Ed Connection,1135858.071,1861764.038,60638,23,8,64
Alley Light Out,12-00722240,5-Apr-12,12-Apr-12,6011 S MAJOR AVE ,Relamped,1139423.388,1864140.871,60638,13,8,64
Alley Light Out,12-00722509,5-Apr-12,30-Apr-12,6757 S JEFFERY BLVD ,Replaced Fuseholder,1190708.748,1860563.16,60649,5,3,43
Alley Light Out,12-00722605,5-Apr-12,11-Apr-12,7121 N OZANAM AVE ,Remade Com Ed Connection,1123412.461,1946539.878,60631,41,16,9
Alley Light Out,12-00724118,5-Apr-12,3-May-12,2401 N ALBANY AVE ,Relamped,1155331.157,1915798.381,60647,35,14,22
Alley Light Out,12-00724620,5-Apr-12,9-May-12,6740 S LAFLIN ST ,Replaced Photo Cell,1167496.204,1860038.23,60636,17,7,67
Alley Light Out,12-00724645,5-Apr-12,17-Apr-12,4600 W WEST END AVE ,Relamped,1145771.086,1900582.228,60644,28,11,26
Alley Light Out,12-00725136,5-Apr-12,5-Apr-12,3342 S PARNELL AVE ,Replaced Fixture,1173175.423,1882741.182,60616,11,9,60
Alley Light Out,12-00725199,5-Apr-12,5-Apr-12,1647 N HARDING AVE ,Replaced Photo Cell,1149796.407,1910660.22,60647,30,25,23
Alley Light Out,12-00725204,5-Apr-12,5-Apr-12,2817 N RIDGEWAY AVE ,Replaced Powerdoor,1150903.363,1918471.864,60618,30,25,21
Alley Light Out,12-00725205,5-Apr-12,5-Apr-12,2845 N RIDGEWAY AVE ,Replaced Photo Cell,1150898.663,1918660.064,60618,30,25,21
Alley Light Out,12-00725206,5-Apr-12,5-Apr-12,3401 N SPRINGFIELD AVE ,Replaced Photo Cell,1149792.999,1922328.059,60618,30,17,21
Alley Light Out,12-00725301,5-Apr-12,10-May-12,10765 S PULASKI RD ,Relamped,1151593.262,1832844.77,60655,19,22,74
Alley Light Out,12-00725368,5-Apr-12,30-Apr-12,2627 W 25TH ST ,Replaced Powerdoor,1159247.518,1887311.779,60608,12,10,30
Alley Light Out,12-00725369,5-Apr-12,19-Apr-12,5650 N SPAULDING AVE ,Replaced Fixture,1153356.227,1937449.767,60659,39,17,13
Alley Light Out,12-00725416,5-Apr-12,19-Apr-12,265 W 104TH PL ,Replaced Photo Cell,1176329.134,1835640.861,60628,34,5,49
Alley Light Out,12-00725484,5-Apr-12,23-Apr-12,8212 S MOZART ST ,Remade Com Ed Connection,1158806.547,1850042.054,60652,18,8,70
Alley Light Out,12-00725505,5-Apr-12,21-May-12,1900 W ADDISON ST ,Remade Com Ed Connection,1163035.331,1923924.15,60613,47,19,5
Alley Light Out,12-00725522,5-Apr-12,19-Apr-12,6326 N ARTESIAN AVE ,Replaced Fixture,1158836.966,1941922.007,60659,50,24,2
Alley Light Out,12-00725558,6-Apr-12,18-Apr-12,2420 W ROOSEVELT RD ,Replaced Fixture,1160426.388,1894645.44,60608,28,11,28
Alley Light Out,12-00725699,6-Apr-12,20-Apr-12,9306 S HAMILTON AVE ,Replaced Fuse,1163659.386,1842909.674,60643,19,22,72
Alley Light Out,12-00725713,6-Apr-12,20-Apr-12,9316 S DAMEN AVE ,Replaced Photo Cell,1164541.398,1842864.532,60643,19,22,72
Alley Light Out,12-00725715,6-Apr-12,18-May-12,9406 S DAMEN AVE ,Replaced Fuse,1164559.298,1842269.01,60643,19,22,72
Alley Light Out,12-00725744,6-Apr-12,7-Apr-12,3334 W CHICAGO AVE ,Replaced Fixture,1153888.45,1905132.39,60651,27,11,23
Alley Light Out,12-00725748,6-Apr-12,20-Apr-12,9602 S LEAVITT ST ,Replaced Refractor,1163387.627,1840933.17,60643,19,22,72
Alley Light Out,12-00725752,6-Apr-12,20-Apr-12,9633 S WESTERN AVE ,Replaced Fixture,1162071.799,1840690.72,60643,19,22,72
Alley Light Out,12-00725769,6-Apr-12,20-Apr-12,9923 S WESTERN AVE ,Replaced Refractor,1162130.644,1838771.069,60643,19,22,72
Alley Light Out,12-00725771,6-Apr-12,20-Apr-12,9957 S WESTERN AVE ,Replaced Fixture,1162137.668,1838546.751,60643,19,22,72
Alley Light Out,12-00725802,6-Apr-12,20-Apr-12,10600 S HOYNE AVE ,Replaced Fixture,1164245.436,1834326.319,60643,19,22,72
Alley Light Out,12-00726753,6-Apr-12,18-May-12,6637 S HERMITAGE AVE ,Replaced Fuse,1165814.047,1860678.817,60636,15,7,67
Alley Light Out,12-00726854,6-Apr-12,7-Apr-12,3857 W MONROE ST ,Replaced Powerdoor,1150692.433,1899383.826,60624,28,11,26
Alley Light Out,12-00726936,6-Apr-12,13-Apr-12,11044 S EWING AVE ,Relamped,1202205.208,1832338.71,60617,10,4,52
Alley Light Out,12-00727604,6-Apr-12,13-Apr-12,6809 S PULASKI RD ,Replaced Fuseholder,1150875.181,1859112.264,60629,13,8,65
Alley Light Out,12-00728040,6-Apr-12,17-Apr-12,13029 S AVENUE O  ,Relamped,1201068.82,1819183.652,60633,10,4,55
Alley Light Out,12-00728058,6-Apr-12,25-Apr-12,11144 S GREEN BAY AVE ,Remade Com Ed Connection,1200562.361,1831668.51,60617,10,4,52
Alley Light Out,12-00728280,6-Apr-12,6-Apr-12,540 N HOMAN AVE ,Remade Com Ed Connection,1153615.899,1903446.557,60624,27,11,23
Alley Light Out,12-00728293,6-Apr-12,6-Apr-12,544 N HOMAN AVE ,Remade Com Ed Connection,1153615.299,1903469.957,60624,27,11,23
Alley Light Out,12-00728438,6-Apr-12,30-Apr-12,7916 S VINCENNES AVE ,Replaced Fuse,1174986.076,1852383.434,60620,17,6,44
Alley Light Out,12-00729722,6-Apr-12,10-May-12,3712 N BELL AVE ,Replaced Fixture,1160704.686,1924610.141,60618,47,19,5
Alley Light Out,12-00729739,6-Apr-12,22-May-12,7131 S MORGAN ST ,Replaced Photo Cell,1170876.414,1857538.003,60621,17,7,68
Alley Light Out,12-00729805,6-Apr-12,16-Apr-12,1135 N CENTRAL AVE ,Replaced Photo Cell,1138799.537,1907125.49,60651,37,15,25
Alley Light Out,12-00729822,6-Apr-12,14-May-12,17 E 121ST PL ,Remade Com Ed Connection,1178538.477,1824407.13,60628,9,5,53
Alley Light Out,12-00729984,6-Apr-12,25-Apr-12,3045 W SUNNYSIDE AVE ,Remade Com Ed Connection,1155165.001,1929747.095,60625,33,17,14
Alley Light Out,12-00730307,6-Apr-12,17-Apr-12,738 W 26TH ST ,Relamped,1171839.45,1886986.884,60616,11,9,60
Alley Light Out,12-00730383,7-Apr-12,17-Apr-12,1141 W 34TH PL ,Relamped,1169274.852,1881942.595,60608,11,9,60
Alley Light Out,12-00730703,7-Apr-12,16-Apr-12,8739 S EMERALD AVE ,Replaced Fixture,1172837.792,1846877.501,60620,21,22,71
Alley Light Out,12-00730854,7-Apr-12,8-Apr-12,4210 W 21ST PL ,Relamped,1148649.327,1889423.949,60623,24,10,29
Alley Light Out,12-00731244,7-Apr-12,4-May-12,4758 N LINDER AVE ,Remade Com Ed Connection,1138810.871,1931067.089,60630,45,16,15
Alley Light Out,12-00731367,7-Apr-12,9-Apr-12,5030 S LA CROSSE AVE ,Replaced Photo Cell,1144875.19,1870836.788,60638,23,8,56
Alley Light Out,12-00731389,7-Apr-12,16-Apr-12,8726 S LAFLIN ST ,Relamped,1167858.076,1846869.975,60620,21,22,71
Alley Light Out,12-00731451,7-Apr-12,1-May-12,5013 W 47TH ST ,Remade Com Ed Connection,1143676.614,1873004.228,60638,23,8,56
Alley Light Out,12-00732077,8-Apr-12,8-Apr-12,3142 S UNION AVE ,Remade Com Ed Connection,1172143.647,1884057.503,60616,11,9,60
Alley Light Out,12-00732442,8-Apr-12,10-Apr-12,8746 S CREGIER AVE ,Remade Com Ed Connection,1189711.397,1847240.46,60617,8,4,48
Alley Light Out,12-00732516,9-Apr-12,4-May-12,1718 S JEFFERSON ST ,Remade Com Ed Connection,1172608.673,1891790.659,60616,25,12,31
Alley Light Out,12-00732880,9-Apr-12,19-Apr-12,4101 W NORTH AVE ,Remade Com Ed Connection,1148754.869,1910318.669,60639,30,25,23
Alley Light Out,12-00733300,9-Apr-12,9-May-12,517 W 128TH ST ,Replaced Powerdoor,1175378.068,1820012.47,60628,9,5,53
Alley Light Out,12-00733838,9-Apr-12,10-Apr-12,1509 W VICTORIA ST ,Replaced Powerdoor,1165183.38,1938615.921,60660,48,20,77
Alley Light Out,12-00734176,9-Apr-12,18-Apr-12,8944 S PHILLIPS AVE ,Relamped,1194056.929,1846141.647,60617,7,4,48
Alley Light Out,12-00734261,9-Apr-12,27-Apr-12,7044 N ROCKWELL ST ,Remade Com Ed Connection,1157738.86,1946743.39,60645,50,24,2
Alley Light Out,12-00734920,9-Apr-12,9-Apr-12,4223 W ADDISON ST ,Replaced Powerdoor,1147525.02,1923592.834,60641,30,17,16
Alley Light Out,12-00734923,9-Apr-12,15-May-12,2423 N LINCOLN AVE ,Replaced Photo Cell,1170350.21,1916349.278,60614,43,19,7
Alley Light Out,12-00734924,9-Apr-12,9-Apr-12,7235 W ADDISON ST ,Replaced Powerdoor,1127092.337,1923072.291,60634,36,16,17
Alley Light Out,12-00734928,9-Apr-12,9-Apr-12,3501 N KOSTNER AVE ,Relamped,1146430.829,1922910.06,60641,30,17,16
Alley Light Out,12-00734930,9-Apr-12,9-May-12,1027 W DIVERSEY PKWY ,Relamped,1168839.83,1918766.591,60614,32,19,7
Alley Light Out,12-00734933,9-Apr-12,9-Apr-12,3511 N KOSTNER AVE ,Relamped,1146429.929,1922977.06,60641,30,17,16
Alley Light Out,12-00734937,9-Apr-12,9-Apr-12,4335 W ADDISON ST ,Relamped,1146677.57,1923573.055,60641,30,17,16
Alley Light Out,12-00734940,9-Apr-12,9-Apr-12,5828 W BELMONT AVE ,Relamped,1136830.06,1920676.752,60634,38,16,15
Alley Light Out,12-00734941,9-Apr-12,9-Apr-12,5403 W BELMONT AVE ,Replaced Powerdoor,1139770.523,1920747.395,60641,30,25,19
Alley Light Out,12-00734951,9-Apr-12,30-Apr-12,6223 S RUTHERFORD AVE ,Remade Com Ed Connection,1132482.662,1862510.387,60638,23,8,64
Alley Light Out,12-00735178,9-Apr-12,20-Apr-12,7126 S PRINCETON AVE ,Remade Com Ed Connection,1175526.992,1857706.472,60621,6,7,69
Alley Light Out,12-00735270,9-Apr-12,19-Apr-12,5312 W GLADYS AVE ,Remade Com Ed Connection,1140999.892,1897827.367,60644,29,15,25
Alley Light Out,12-00735720,9-Apr-12,25-Apr-12,3620 W 58TH PL ,Remade Com Ed Connection,1153194.482,1865578.59,60629,14,8,62
Alley Light Out,12-00735736,9-Apr-12,27-Apr-12,5027 N KOSTNER AVE ,Replaced Photo Cell,1146135.617,1933049.844,60630,39,17,14
Alley Light Out,12-00735839,9-Apr-12,30-May-12,1115 N ASHLAND AVE ,Remade Com Ed Connection,1165521.493,1907580.73,60622,1,13,24
Alley Light Out,12-00735942,9-Apr-12,30-Apr-12,5739 S RICHMOND ST ,Replaced Fixture,1157691.797,1866442.048,60629,14,8,63
Alley Light Out,12-00736069,9-Apr-12,11-Apr-12,6627 S PEORIA ST ,Replaced Powerdoor,1171447.583,1860896.038,60621,16,7,68
Alley Light Out,12-00736758,9-Apr-12,7-May-12,10149 S WOOD ST ,Replaced Fixture,1166144.429,1837180.17,60643,19,22,72
Alley Light Out,12-00737589,9-Apr-12,30-Apr-12,2643 W GLADYS AVE ,Replaced Powerdoor,1158757.709,1898328.51,60612,28,11,27
Alley Light Out,12-00737935,9-Apr-12,30-Apr-12,6130 S SACRAMENTO AVE ,Replaced Fuse,1157433.798,1863839.116,60629,15,8,66
Alley Light Out,12-00737986,9-Apr-12,7-May-12,8112 S YATES BLVD ,Remade Com Ed Connection,1193596.606,1851649.718,60617,7,4,46
Alley Light Out,12-00738114,9-Apr-12,9-Apr-12,2732 E 127TH ST ,Replaced Fixture,1196416.703,1821355.622,60633,10,4,55
Alley Light Out,12-00738121,9-Apr-12,9-Apr-12,13022 S MUSKEGON AVE ,Replaced Photo Cell,1197097.761,1819213.444,60633,10,4,55
Alley Light Out,12-00738133,9-Apr-12,29-May-12,8222 S MARYLAND AVE ,Replaced Fuse,1183333.337,1850661.025,60619,8,6,44
Alley Light Out,12-00738191,9-Apr-12,19-Apr-12,10910 S STATE ST ,Replaced Photo Cell,1178189.967,1832589.828,60628,34,5,49
Alley Light Out,12-00738245,10-Apr-12,10-May-12,1926 W NEWPORT AVE ,Replaced Photo Cell,1162889.546,1922921.228,60657,32,19,5
Alley Light Out,12-00738269,10-Apr-12,27-Apr-12,5813 S NATCHEZ AVE ,Replaced Photo Cell,1134053.897,1865292.343,60638,23,8,56
Alley Light Out,12-00738278,10-Apr-12,12-Apr-12,4558 S LOWE AVE ,Remade Com Ed Connection,1172726.99,1874665.026,60609,11,9,61
Alley Light Out,12-00738373,10-Apr-12,13-Apr-12,11318 S HAMLIN AVE ,Relamped,1153205.88,1829268.377,60655,19,22,74
Alley Light Out,12-00739911,10-Apr-12,31-May-12,1815 W DIVISION ST ,Replaced Fixture,1164001.27,1908028.089,60622,1,13,24
Alley Light Out,12-00740247,10-Apr-12,7-May-12,5427 W 63RD PL ,Relamped,1141315.59,1861941.16,60638,13,8,64
Alley Light Out,12-00740251,10-Apr-12,2-May-12,2312 W 35TH ST ,Replaced Fixture,1161469.351,1881423.419,60609,11,9,59
Alley Light Out,12-00740657,10-Apr-12,10-Apr-12,1942 N HUMBOLDT BLVD ,Replaced Fixture,1156063.507,1912757.01,60647,35,14,22
Alley Light Out,12-00740748,10-Apr-12,25-Apr-12,540 E 89TH ST ,Replaced Photo Cell,1181402.038,1846088.324,60619,6,6,44
Alley Light Out,12-00740808,10-Apr-12,17-Apr-12,4633 S LANGLEY AVE ,Relamped,1181712.7,1874446.27,60653,4,2,38
Alley Light Out,12-00740985,10-Apr-12,11-Apr-12,3536 N OZARK AVE ,Replaced Powerdoor,1123789.825,1922569.602,60634,36,16,17
