Type,Service Request No,Created Date,Completed Date,Location,Outcome,x_coord,y_coord,zip_code,ward,police_district,community_area
Street Light - 1/Out,12-00700243,1-Apr-12,12-Apr-12,6306 N HERMITAGE AVE ,Relamped,1163629.111,1941739.893,60660,40,24,77
Street Light - 1/Out,12-00700246,1-Apr-12,25-Apr-12,3701 N MAGNOLIA AVE ,Replaced Fixture,1167299.315,1924712.795,60613,44,19,6
Street Light - 1/Out,12-00700248,1-Apr-12,19-Apr-12,2802 W BYRON ST ,Found Open Cables - Repaired,1156997.192,1925794.32,60618,33,17,16
Street Light - 1/Out,12-00700268,1-Apr-12,7-May-12,5159 W MADISON ST ,Found Open in Temp - Repaired,1141944.37,1899533.224,60644,28,15,25
Street Light - 1/Out,12-00700295,1-Apr-12,23-Aug-12,315 S AUSTIN BLVD ,Relamped,1136439.895,1897896.871,60644,29,15,25
Street Light - 1/Out,12-00700341,1-Apr-12,17-Apr-12,2100 S KEDZIE AVE ,Replaced Fixture,1155346.833,1889862.755,60623,24,10,30
Street Light - 1/Out,12-00700998,1-Apr-12,18-Apr-12,4021 N LOCKWOOD AVE ,Replaced Fixture,1140301.673,1926324.651,60641,38,16,15
Street Light - 1/Out,12-00701113,1-Apr-12,7-May-12,4500 S HARDING AVE ,Relamped,1150771.96,1874517.485,60632,14,8,57
Street Light - 1/Out,12-00701183,1-Apr-12,4-Apr-12,3552 W 75TH PL ,Relamped,1154038.822,1854313.07,60652,18,8,70
Street Light - 1/Out,12-00701255,1-Apr-12,9-Apr-12,7756 S TROY ST ,Replaced Socket,1156723.837,1852989.472,60652,18,8,70
Street Light - 1/Out,12-00701266,1-Apr-12,5-Apr-12,2246 N MANGO AVE ,Replaced Starter,1137686.754,1914351.65,60639,37,25,19
Street Light - 1/Out,12-00701470,2-Apr-12,13-Apr-12,3115 W JEROME ST ,Relamped,1154451.583,1949867.369,60645,50,24,2
Street Light - 1/Out,12-00701495,2-Apr-12,11-Apr-12,8551 S COLFAX AVE ,Relamped,1194981.763,1848776.622,60617,7,4,46
Street Light - 1/Out,12-00701529,2-Apr-12,5-Apr-12,1725 N MASON AVE ,Replaced Fixture,1136482.657,1910857.182,60639,29,25,25
Street Light - 1/Out,12-00701951,2-Apr-12,4-Apr-12,6815 W TALCOTT AVE ,Replaced Fixture,1129817.167,1936399.266,60656,41,16,10
Street Light - 1/Out,12-00702123,2-Apr-12,16-Apr-12,5224 N MCVICKER AVE ,Relamped,1134818.53,1934368.875,60630,45,16,11
Street Light - 1/Out,12-00705531,2-Apr-12,10-Apr-12,11929 S STEWART AVE ,Replaced Refractor,1175771.259,1825810.902,60628,34,5,53
Street Light - 1/Out,12-00705903,2-Apr-12,19-Apr-12,4930 N MILWAUKEE AVE ,Remade Splices,1139351.482,1932315.501,60630,45,16,11
Street Light - 1/Out,12-00706133,2-Apr-12,12-Apr-12,4902 N MAGNOLIA AVE ,Relamped,1167050.034,1932962.11,60640,46,20,3
Street Light - 1/Out,12-00707231,2-Apr-12,11-Apr-12,6928 S INDIANA AVE ,Relamped,1178794.164,1858983.11,60637,6,3,69
Street Light - 1/Out,12-00707326,2-Apr-12,11-Apr-12,1234 W HOLLYWOOD AVE ,Replaced Fixture,1166926.574,1937987.507,60660,48,20,77
Street Light - 1/Out,12-00707602,3-Apr-12,11-Apr-12,3900 S WESTERN BLVD ,Replaced Photo Cell,1161170.431,1878759.704,60609,12,9,58
Street Light - 1/Out,12-00707605,3-Apr-12,4-Apr-12,3537 W 71ST PL ,Relamped,1154051.669,1856971.518,60629,18,8,66
Street Light - 1/Out,12-00707610,3-Apr-12,18-Apr-12,2000 E 76TH ST ,Remade Splices,1190856.624,1854972.629,60649,8,4,43
Street Light - 1/Out,12-00707621,3-Apr-12,13-Apr-12,5880 N ELSTON AVE ,Replaced Starter,1136091.791,1938846.091,60646,45,16,11
Street Light - 1/Out,12-00707684,3-Apr-12,12-Apr-12,2729 W BIRCHWOOD AVE ,Restrung Aerial,1156907.609,1949626.133,60645,50,24,2
Street Light - 1/Out,12-00707824,3-Apr-12,16-Apr-12,4103 W 26TH ST ,Relamped,1149421.92,1886406.404,60623,22,10,30
Street Light - 1/Out,12-00707867,3-Apr-12,17-Apr-12,3859 W 26TH ST ,Relamped,1150997.077,1886444.665,60623,22,10,30
Street Light - 1/Out,12-00707872,3-Apr-12,17-Apr-12,3748 W 26TH ST ,Relamped,1151710.014,1886461.914,60623,22,10,30
Street Light - 1/Out,12-00707930,3-Apr-12,24-Apr-12,3651 W 26TH ST ,Replaced Fixture,1152367.817,1886479.953,60623,22,10,30
Street Light - 1/Out,12-00707986,3-Apr-12,26-Apr-12,3442 W 26TH ST ,Replaced Fixture,1153734.572,1886514.396,60623,22,10,30
Street Light - 1/Out,12-00708004,3-Apr-12,17-Apr-12,3303 W 26TH ST ,Replaced Fixture,1154748.064,1886540.411,60623,22,10,30
Street Light - 1/Out,12-00708051,3-Apr-12,10-Apr-12,5617 S MAYFIELD AVE ,Relamped,1137997.178,1866731.599,60638,23,8,56
Street Light - 1/Out,12-00708575,3-Apr-12,4-Apr-12,1230 W 112TH PL ,Relamped,1170136.992,1830139.287,60643,34,22,75
Street Light - 1/Out,12-00709200,3-Apr-12,11-Apr-12,7859 S CALUMET AVE ,Replaced Fuse,1179835.077,1852971.318,60619,6,6,69
Street Light - 1/Out,12-00709661,3-Apr-12,10-Apr-12,5445 S KILBOURN AVE ,Relamped,1147288.583,1868085.93,60632,23,8,62
Street Light - 1/Out,12-00711322,3-Apr-12,17-Apr-12,2823 W 40TH PL ,Relamped,1158207.286,1877655.983,60632,14,9,58
Street Light - 1/Out,12-00713212,3-Apr-12,20-Apr-12,5745 S WOOD ST ,Relamped,1165330.774,1866585.072,60636,15,7,67
Street Light - 1/Out,12-00713259,3-Apr-12,12-Apr-12,6140 N KNOX AVE ,Replaced Fixture,1144502.457,1940162.709,60646,39,17,12
Street Light - 1/Out,12-00713402,3-Apr-12,11-Apr-12,9660 S OGLESBY AVE ,Replaced Photo Cell,1193744.149,1841353.12,60617,7,4,51
Street Light - 1/Out,12-00713484,3-Apr-12,10-Apr-12,3457 W 64TH ST ,Relamped,1154451.385,1861961.621,60629,15,8,66
Street Light - 1/Out,12-00713680,4-Apr-12,12-Apr-12,8600 S ASHLAND AVE ,Relamped,1167171.957,1847689.596,60620,18,6,71
Street Light - 1/Out,12-00713683,4-Apr-12,10-Apr-12,5733 S KEELER AVE ,Relamped,1149350.043,1866144.07,60629,13,8,62
Street Light - 1/Out,12-00713715,4-Apr-12,5-Apr-12,3412 N CALIFORNIA AVE ,Relamped,1157114.929,1922476.943,60618,33,17,21
Street Light - 1/Out,12-00713747,4-Apr-12,16-Apr-12,2614 W 79TH PL ,Restrung Aerial,1160252.319,1851827.138,60652,18,8,70
Street Light - 1/Out,12-00713748,4-Apr-12,13-Apr-12,10527 S LOWE AVE ,Found Low Voltage - Repaired,1173841.3,1834921.377,60628,34,22,49
Street Light - 1/Out,12-00713756,4-Apr-12,16-Apr-12,6500 S WENTWORTH AVE ,Relamped,1176073.613,1861966.78,60621,20,7,68
Street Light - 1/Out,12-00713852,4-Apr-12,18-Jul-12,101 S STATE ST ,Relamped,1176400.993,1899911.28,60603,42,1,32
Street Light - 1/Out,12-00713886,4-Apr-12,1-May-12,4747 W BERENICE AVE ,Replaced Fuse,1144049.314,1925168.05,60641,38,17,15
Street Light - 1/Out,12-00714731,4-Apr-12,13-Apr-12,4410 W WILSON AVE ,Found Open Cables - Repaired,1145902.608,1930204.315,60630,45,17,16
Street Light - 1/Out,12-00715458,4-Apr-12,8-Apr-12,5600 S WINCHESTER AVE ,Found Open in Temp - Repaired,1164313.292,1867484.684,60636,15,7,67
Street Light - 1/Out,12-00715743,4-Apr-12,25-Apr-12,4836 W GEORGE ST ,Relamped,1143637.17,1918844.89,60641,31,25,19
Street Light - 1/Out,12-00716549,4-Apr-12,1-May-12,4065 W CERMAK RD ,Relamped,1149618.966,1889069.602,60623,22,10,29
Street Light - 1/Out,12-00717952,4-Apr-12,17-Apr-12,8242 S HONORE ST ,Relamped,1165451.788,1850018.934,60620,18,6,71
Street Light - 1/Out,12-00718038,4-Apr-12,5-Apr-12,2343 N LOWELL AVE ,Relamped,1146996.243,1915224.415,60639,31,25,20
Street Light - 1/Out,12-00719469,4-Apr-12,24-Apr-12,1653 W GARFIELD BLVD ,Replaced Fixture,1166181.26,1868099.754,60636,15,7,67
Street Light - 1/Out,12-00719599,4-Apr-12,16-Apr-12,6631 S MINERVA AVE ,Replaced Powerdoor,1185023.326,1861269.278,60637,5,3,42
Street Light - 1/Out,12-00719628,4-Apr-12,12-Apr-12,8919 S LAFLIN ST ,Remade Splices,1167897.44,1845568.514,60620,21,22,73
Street Light - 1/Out,12-00719716,4-Apr-12,3-May-12,618 W ARMITAGE AVE ,Found Open in Temp - Repaired,1171751.257,1913550.509,60614,43,18,7
Street Light - 1/Out,12-00719735,5-Apr-12,17-Apr-12,7314 S PHILLIPS AVE ,Relamped,1193902.06,1856939.187,60649,7,3,43
Street Light - 1/Out,12-00719833,5-Apr-12,13-Apr-12,6600 S DREXEL AVE ,Found Low Voltage - Repaired,1183360.26,1861440.764,60637,5,3,42
Street Light - 1/Out,12-00719837,5-Apr-12,16-Apr-12,7100 S HONORE ST ,Replaced Fuse,1165246.125,1857598.568,60636,17,7,67
Street Light - 1/Out,12-00719883,5-Apr-12,20-Apr-12,2841 N FRANCISCO AVE ,Relamped,1156553.795,1918750.806,60618,35,14,21
Street Light - 1/Out,12-00719896,5-Apr-12,9-Apr-12,3853 S INDIANA AVE ,Replaced Starter,1178233.465,1879486.089,60653,3,2,35
Street Light - 1/Out,12-00719906,5-Apr-12,10-Apr-12,3743 S MICHIGAN AVE ,Remade Splices,1177814.133,1880112.102,60653,3,2,35
Street Light - 1/Out,12-00719907,5-Apr-12,19-Apr-12,4250 N ALBANY AVE ,Replaced Powerdoor,1154966.137,1927752.185,60618,33,17,16
Street Light - 1/Out,12-00719918,5-Apr-12,10-Apr-12,2 E 37TH ST ,Restrung Aerial,1176912.102,1880473.33,60653,3,2,35
Street Light - 1/Out,12-00719925,5-Apr-12,9-Apr-12,3655 S GILES AVE ,Relamped,1178862.72,1880801.646,60653,2,2,35
Street Light - 1/Out,12-00719929,5-Apr-12,13-Apr-12,3300 N PACIFIC AVE ,Remade Splices,1122173.354,1920922.853,60634,36,16,17
Street Light - 1/Out,12-00719932,5-Apr-12,9-Apr-12,3856 S DR MARTIN LUTHER KING JR DR ,Found Open in Temp - Repaired,1179489.284,1879496.562,60653,3,2,35
Street Light - 1/Out,12-00719972,5-Apr-12,13-Apr-12,2136 N LATROBE AVE ,Replaced Fixture,1141038.825,1913710.312,60639,37,25,19
Street Light - 1/Out,12-00720004,5-Apr-12,23-Aug-12,151 N CICERO AVE ,Replaced Starter,1144355.779,1900579.321,60644,28,11,25
Street Light - 1/Out,12-00720061,5-Apr-12,8-Apr-12,700 W 32ND ST ,Relamped,1172154.583,1883675.14,60616,11,9,60
Street Light - 1/Out,12-00720099,5-Apr-12,24-Apr-12,3359 S ASHLAND AVE ,Relamped,1166218.15,1882399.61,60608,11,9,59
Street Light - 1/Out,12-00720184,5-Apr-12,10-Apr-12,3511 S UNION AVE ,Relamped,1172206.826,1881607.444,60609,11,9,60
Street Light - 1/Out,12-00720233,5-Apr-12,10-Apr-12,3251 S WELLS ST ,Relamped,1175149.53,1883401.846,60616,11,9,34
Street Light - 1/Out,12-00720257,5-Apr-12,18-Apr-12,4332 W OGDEN AVE ,Replaced Starter,1148020.792,1887933.155,60623,22,10,29
Street Light - 1/Out,12-00720270,5-Apr-12,18-Apr-12,4243 W OGDEN AVE ,Replaced Fixture,1148560.675,1888195.28,60623,22,10,29
Street Light - 1/Out,12-00720282,5-Apr-12,18-Apr-12,4018 W OGDEN AVE ,Relamped,1149969.079,1888872.061,60623,22,10,29
Street Light - 1/Out,12-00720300,5-Apr-12,10-Apr-12,3711 S PRINCETON AVE ,Replaced Fuse,1174896.657,1880303.301,60609,3,9,34
Street Light - 1/Out,12-00720330,5-Apr-12,19-Apr-12,2400 S PULASKI RD ,Replaced Fixture,1150090.985,1887756.156,60623,22,10,30
Street Light - 1/Out,12-00720364,5-Apr-12,1-May-12,3621 S FEDERAL ST ,Relamped,1176236.3,1880978.083,60609,3,2,35
Street Light - 1/Out,12-00720686,5-Apr-12,10-Apr-12,3531 S LA SALLE ST ,Replaced Starter,1175983.443,1881485.244,60609,3,2,34
Street Light - 1/Out,12-00720715,5-Apr-12,10-Apr-12,702 W 31ST ST ,Relamped,1172114.247,1884338.703,60616,11,9,60
Street Light - 1/Out,12-00720733,5-Apr-12,9-Apr-12,3120 S MICHIGAN AVE ,Relamped,1177699.488,1884343.471,60616,3,2,35
Street Light - 1/Out,12-00720760,5-Apr-12,9-Apr-12,3300 S DR MARTIN LUTHER KING JR DR ,Relamped,1179355.81,1883191.113,60616,2,2,35
Street Light - 1/Out,12-00720858,5-Apr-12,10-Apr-12,5537 S KOSTNER AVE ,Relamped,1147973.221,1867526.461,60629,13,8,62
Street Light - 1/Out,12-00721182,5-Apr-12,12-Apr-12,8451 S MAY ST ,Replaced Fixture,1170127.274,1848755.629,60620,21,6,71
Street Light - 1/Out,12-00721714,5-Apr-12,10-Apr-12,6231 W 63RD ST ,Relamped,1135829.81,1862091.188,60638,23,8,64
Street Light - 1/Out,12-00722401,5-Apr-12,12-Apr-12,2740 W SHERWIN AVE ,Relamped,1156831.38,1948632.2,60645,50,24,2
Street Light - 1/Out,12-00723060,5-Apr-12,6-Apr-12,6156 N HARDING AVE ,Found Open in Temp - Repaired,1148904.671,1940595.121,60659,39,17,13
Street Light - 1/Out,12-00723804,5-Apr-12,7-May-12,5007 S RIDGEWAY AVE ,Replaced Pole Wire,1152232.531,1871122.933,60632,14,8,62
Street Light - 1/Out,12-00724054,5-Apr-12,17-Apr-12,7850 S DR MARTIN LUTHER KING JR DR ,Replaced Powerdoor,1180256.691,1853380.674,60619,6,6,69
Street Light - 1/Out,12-00725436,5-Apr-12,10-Apr-12,6200 S NASHVILLE AVE ,Replaced Powerdoor,1133475.752,1862692.076,60638,23,8,64
Street Light - 1/Out,12-00725486,5-Apr-12,12-Apr-12,12618 S MARQUETTE AVE ,Relamped,1196414.065,1821788.963,60633,10,4,55
Street Light - 1/Out,12-00725681,6-Apr-12,13-Apr-12,1957 W 95TH ST ,Remade Splices,1164938.033,1841651.49,60643,19,22,72
Street Light - 1/Out,12-00725682,6-Apr-12,12-Apr-12,9715 S LONGWOOD DR ,Replaced Fixture,1165616.163,1840165.17,60643,19,22,72
Street Light - 1/Out,12-00725686,6-Apr-12,13-Apr-12,1902 W 98TH ST ,Replaced Fixture,1165609.041,1839681.856,60643,19,22,72
Street Light - 1/Out,12-00725693,6-Apr-12,24-Apr-12,2058 W 93RD ST ,Replaced Photo Cell,1164280.791,1842965.12,60643,19,22,72
Street Light - 1/Out,12-00725694,6-Apr-12,24-Apr-12,1950 W 94TH ST ,Replaced Fixture,1164911.726,1842319.886,60643,19,22,72
Street Light - 1/Out,12-00725760,6-Apr-12,23-Apr-12,10024 S OAKLEY AVE ,Found Open Cables - Repaired,1162811.125,1838113.729,60643,19,22,72
Street Light - 1/Out,12-00725765,6-Apr-12,25-Apr-12,10003 S SEELEY AVE ,Grounded Circuit,1164457.749,1838304.276,60643,19,22,72
Street Light - 1/Out,12-00725792,6-Apr-12,13-Apr-12,10524 S HAMILTON AVE ,Relamped,1163903.182,1834824.961,60643,19,22,72
Street Light - 1/Out,12-00725800,6-Apr-12,13-Apr-12,2350 W 106TH ST ,Relamped,1162514.146,1834278.611,60643,19,22,72
Street Light - 1/Out,12-00725805,6-Apr-12,13-Apr-12,10009 S DAMEN AVE ,Relamped,1164789.431,1838274.381,60643,19,22,72
Street Light - 1/Out,12-00725812,6-Apr-12,13-Apr-12,1938 W 100TH ST ,Relamped,1165286.308,1838348.347,60643,19,22,72
Street Light - 1/Out,12-00725817,6-Apr-12,23-Apr-12,9950 S WALDEN PKWY ,Replaced Fixture,1165994.876,1839034.483,60643,19,22,72
Street Light - 1/Out,12-00725827,6-Apr-12,17-Apr-12,10022 S HALSTED ST ,Relamped,1172745.942,1838388.879,60628,34,22,73
Street Light - 1/Out,12-00725838,6-Apr-12,13-Apr-12,2512 W 104TH ST ,Relamped,1161417.148,1835593.995,60655,19,22,72
Street Light - 1/Out,12-00725882,6-Apr-12,27-Apr-12,11746 S RACINE AVE ,Found Open in Temp - Repaired,1170440.349,1826893.051,60643,34,5,53
Street Light - 1/Out,12-00725887,6-Apr-12,16-Apr-12,9213 S BLACKSTONE AVE ,Found Open in Temp - Repaired,1187724.704,1844189.922,60619,8,4,48
Street Light - 1/Out,12-00728214,6-Apr-12,12-Apr-12,4844 N BERNARD ST ,Relamped,1152508.461,1931973.377,60625,39,17,14
Street Light - 1/Out,12-00729262,6-Apr-12,13-Apr-12,2926 W ESTES AVE ,Relamped,1155626.314,1946937.989,60645,50,24,2
Street Light - 1/Out,12-00729993,6-Apr-12,12-Apr-12,2742 W FARGO AVE ,Relamped,1156710.68,1949289.297,60645,50,24,2
Street Light - 1/Out,12-00730065,6-Apr-12,4-May-12,12143 S ASHLAND AVE ,Relamped,1167864.968,1824188.77,60643,34,5,53
Street Light - 1/Out,12-00730164,6-Apr-12,12-Apr-12,3401 N PLAINFIELD AVE ,Replaced Fixture,1120162.585,1921534.843,60634,36,16,17
Street Light - 1/Out,12-00730186,6-Apr-12,12-Apr-12,5348 N MAGNOLIA AVE ,Relamped,1167000.288,1935658.672,60640,48,20,77
Street Light - 1/Out,12-00730345,7-Apr-12,18-Apr-12,5945 W DAKIN ST ,Relamped,1136015.384,1925638.655,60634,38,16,15
Street Light - 1/Out,12-00730407,7-Apr-12,19-Apr-12,4533 S HERMITAGE AVE ,Relamped,1165438.93,1874638.634,60609,20,9,61
Street Light - 1/Out,12-00731263,7-Apr-12,13-Apr-12,4719 W PARKER AVE ,Found Open in Temp - Repaired,1144455.73,1917831.957,60639,31,25,19
Street Light - 1/Out,12-00731437,7-Apr-12,3-May-12,1500 W ALTGELD ST ,Replaced Fixture,1165902.288,1916695.066,60614,32,19,7
Street Light - 1/Out,12-00731498,7-Apr-12,11-Apr-12,1216 W ROSEDALE AVE ,Found Open in Temp - Repaired,1167045.367,1939319.784,60660,48,20,77
Street Light - 1/Out,12-00731505,7-Apr-12,16-Apr-12,11101 S KEDZIE AVE ,Relamped,1157001.418,1830826.653,60655,19,22,74
Street Light - 1/Out,12-00731574,8-Apr-12,10-Apr-12,9234 S MERRILL AVE ,Found Open in Temp - Repaired,1192118.09,1844160.718,60617,7,4,48
Street Light - 1/Out,12-00731652,8-Apr-12,16-Apr-12,3526 W 84TH ST ,Remade Splices,1154353.645,1848659.437,60652,18,8,70
Street Light - 1/Out,12-00731805,8-Apr-12,19-Apr-12,5481 S RIDGEWOOD CT ,Remade Splices,1186241.25,1869155.96,60615,4,2,41
Street Light - 1/Out,12-00732293,8-Apr-12,13-Apr-12,6137 S HONORE ST ,Relamped,1165070.829,1863975.998,60636,15,7,67
Street Light - 1/Out,12-00732347,8-Apr-12,17-Apr-12,5448 W GRACE ST ,Relamped,1139353.88,1924770.71,60641,38,16,15
Street Light - 1/Out,12-00732365,8-Apr-12,12-Apr-12,3142 S PRAIRIE AVE ,Relamped,1178464.01,1884219.5,60616,3,2,35
Street Light - 1/Out,12-00732529,9-Apr-12,10-Apr-12,1540 W MARQUETTE RD ,Found Open Cables - Repaired,1167118.914,1860296.476,60636,17,7,67
Street Light - 1/Out,12-00732675,9-Apr-12,10-Apr-12,1626 N MAYFIELD AVE ,Relamped,1136844.14,1910208.016,60639,29,25,25
Street Light - 1/Out,12-00732759,9-Apr-12,10-Apr-12,5930 W CULLOM AVE ,Relamped,1135910.435,1927976.273,60634,38,16,15
Street Light - 1/Out,12-00732764,9-Apr-12,10-Apr-12,4300 N NORMANDY AVE ,Relamped,1131159.394,1927846.772,60634,38,16,17
Street Light - 1/Out,12-00732766,9-Apr-12,10-Apr-12,3730 N LARAMIE AVE ,Found Open in Temp - Repaired,1141029.496,1924437.242,60641,38,16,15
Street Light - 1/Out,12-00733359,9-Apr-12,20-Apr-12,7634 S NORMAL AVE ,Relamped,1174284.64,1854297.321,60620,17,6,69
Street Light - 1/Out,12-00735290,9-Apr-12,24-Apr-12,6136 S CALIFORNIA AVE ,Replaced Fixture,1158763.358,1863836.449,60629,15,8,66
Street Light - 1/Out,12-00735900,9-Apr-12,15-Apr-12,3144 N LONG AVE ,Replaced Fixture,1139814.015,1920484.8,60641,30,25,19
Street Light - 1/Out,12-00736058,9-Apr-12,7-May-12,600 W ADDISON ST ,Replaced Starter,1171351.402,1924365.93,60613,46,19,6
Street Light - 1/Out,12-00736235,9-Apr-12,16-Apr-12,10500 S RHODES AVE ,Relamped,1181769.019,1835455.773,60628,9,5,49
Street Light - 1/Out,12-00736418,9-Apr-12,1-May-12,3710 W FOSTER AVE ,Replaced Fixture,1150716.639,1934295.422,60625,39,17,13
Street Light - 1/Out,12-00736732,9-Apr-12,11-Apr-12,5516 N MAGNOLIA AVE ,Replaced Fixture,1166968.676,1936774.131,60640,48,20,77
Street Light - 1/Out,12-00736831,9-Apr-12,11-Apr-12,3500 S LAKE PARK AVE ,Replaced Fixture,1181847.62,1881916.771,60653,4,2,36
Street Light - 1/Out,12-00737609,9-Apr-12,18-Apr-12,2650 W FLETCHER ST ,Service Street Light Controller,1158490.41,1920849.14,60618,1,14,21
Street Light - 1/Out,12-00737615,9-Apr-12,22-May-12,1322 N CLEAVER ST ,Replaced Fixture,1166480.874,1908902.702,60642,1,14,24
Street Light - 1/Out,12-00737812,9-Apr-12,12-Apr-12,6136 N AVERS AVE ,Replaced Powerdoor,1149585.46,1940550.03,60659,39,17,13
Street Light - 1/Out,12-00737929,9-Apr-12,8-May-12,1516 N OAKLEY BLVD ,Relamped,1160797.541,1910032.55,60622,1,14,24
Street Light - 1/Out,12-00738022,9-Apr-12,24-Apr-12,9111 S DAMEN AVE ,Replaced Fixture,1164502.302,1844225.846,60643,19,22,72
Street Light - 1/Out,12-00738104,9-Apr-12,12-Apr-12,503 W 46TH ST ,Relamped,1173710.376,1874420.874,60609,11,9,61
Street Light - 1/Out,12-00738132,9-Apr-12,24-Apr-12,6447 S WHIPPLE ST ,Relamped,1157161.604,1861725.879,60629,15,8,66
Street Light - 1/Out,12-00738165,9-Apr-12,24-Apr-12,7700 S INGLESIDE AVE ,Replaced Photo Cell,1183885.972,1854168.055,60619,8,6,69
Street Light - 1/Out,12-00738172,9-Apr-12,25-Apr-12,10532 S CLAREMONT AVE ,Relamped,1162589.727,1834729.939,60643,19,22,72
Street Light - 1/Out,12-00738186,9-Apr-12,12-Apr-12,3300 S RHODES AVE ,Replaced Fixture,1180148.07,1883167.99,60616,4,2,35
Street Light - 1/Out,12-00738403,10-Apr-12,12-Apr-12,2615 S KOLIN AVE ,Restrung Aerial,1147813.842,1886183.537,60623,22,10,30
Street Light - 1/Out,12-00738491,10-Apr-12,16-Apr-12,7200 W BELMONT AVE ,Replaced Fixture,1127522.014,1920435.752,60634,36,16,17
Street Light - 1/Out,12-00738517,10-Apr-12,12-Apr-12,7459 N ARTESIAN AVE ,Relamped,1158695.08,1949494.926,60645,50,24,2
Street Light - 1/Out,12-00738524,10-Apr-12,30-Apr-12,4814 W SHAKESPEARE AVE ,Replaced Starter,1143949.3,1913862.555,60639,31,25,19
Street Light - 1/Out,12-00738529,10-Apr-12,13-Apr-12,2714 N MONITOR AVE ,Remade Splices,1136923.346,1917443.532,60639,30,25,19
Street Light - 1/Out,12-00739004,10-Apr-12,10-Apr-12,300 E PERSHING RD ,Remade Com Ed Connection,1178901.77,1879193.891,60653,3,2,35
Street Light - 1/Out,12-00739213,10-Apr-12,13-Apr-12,1025 W HOLLYWOOD AVE ,Replaced Starter,1168328.322,1938040.687,60660,48,20,77
Street Light - 1/Out,12-00739575,10-Apr-12,13-Apr-12,2516 W MORSE AVE ,Relamped,1158302.177,1945714.048,60645,50,24,2
Street Light - 1/Out,12-00740024,10-Apr-12,17-Apr-12,5714 N OKETO AVE ,Relamped,1126024.148,1937134.553,60631,41,16,10
Street Light - 1/Out,12-00740679,10-Apr-12,10-Apr-12,9025 S BELL AVE ,Relamped,1162944.504,1844755.465,60643,19,22,72
Street Light - 1/Out,12-00742142,10-Apr-12,18-Apr-12,558 N DEARBORN ST ,Found Open Cables - Repaired,1175840.58,1904010.128,60654,42,18,8
Street Light - 1/Out,12-00743201,10-Apr-12,12-Apr-12,3049 W SUNNYSIDE AVE ,Replaced Powerdoor,1155145.701,1929746.795,60625,33,17,14
Street Light - 1/Out,12-00743545,10-Apr-12,17-Apr-12,13337 S BRANDON AVE ,Remade Com Ed Connection,1199439.223,1817127.078,60633,10,4,55
Street Light - 1/Out,12-00743903,10-Apr-12,12-Apr-12,6826 W DICKENS AVE ,Relamped,1130451.56,1913210.791,60707,36,25,25
Street Light - 1/Out,12-00744008,10-Apr-12,13-Apr-12,2928 W FARGO AVE ,Relamped,1155630.338,1949248.545,60645,50,24,2
Street Light - 1/Out,12-00744033,10-Apr-12,17-Apr-12,7500 S HERMITAGE AVE ,Relamped,1165984.16,1854801.4,60620,17,6,71
Street Light - 1/Out,12-00744208,11-Apr-12,7-May-12,130 E BELLEVUE PL ,Replaced Fuse,1177130.616,1907532.763,60611,42,18,8
Street Light - 1/Out,12-00744225,11-Apr-12,13-Apr-12,33 S MENARD AVE ,Relamped,1137728.682,1899292.98,60644,29,15,25
Street Light - 1/Out,12-00744227,11-Apr-12,13-Apr-12,3624 N LOTUS AVE ,Relamped,1139382.19,1923561.945,60641,38,16,15
Street Light - 1/Out,12-00744228,11-Apr-12,24-May-12,1131 S FAIRFIELD AVE ,Replaced Fuse,1158181.869,1895040.154,60612,28,11,29
Street Light - 1/Out,12-00744295,11-Apr-12,19-Apr-12,10057 S EMERALD AVE ,Replaced Starter,1173082.113,1838166.812,60628,34,22,73
Street Light - 1/Out,12-00744296,11-Apr-12,9-May-12,849 W 122ND ST ,Restrung Aerial,1172782.68,1823945.354,60643,34,5,53
Street Light - 1/Out,12-00744302,11-Apr-12,23-Apr-12,1600 E 76TH ST ,Service Street Light Controller,1188241.059,1854909.533,60649,8,4,43
Street Light - 1/Out,12-00744305,11-Apr-12,19-Apr-12,6699 S WOODLAWN AVE ,Relamped,1185366.06,1860820.107,60637,5,3,42
Street Light - 1/Out,12-00744552,11-Apr-12,12-Apr-12,5400 N LAKEWOOD AVE ,Found Open in Temp - Repaired,1166662.518,1935992.223,60640,48,20,77
Street Light - 1/Out,12-00744629,11-Apr-12,24-Apr-12,3954 W 105TH ST ,Replaced Fixture,1151833.671,1834685.865,60655,19,22,74
Street Light - 1/Out,12-00744686,11-Apr-12,2-May-12,6221 S RACINE AVE ,Replaced Starter,1169386.388,1863532.901,60636,16,7,68
Street Light - 1/Out,12-00744984,11-Apr-12,25-Apr-12,2711 W 84TH ST ,Replaced Fixture,1159801.553,1848843.119,60652,18,8,70
Street Light - 1/Out,12-00745204,11-Apr-12,18-Apr-12,2600 W DIVERSEY AVE ,Replaced Fixture,1158547.762,1918509.217,60647,1,14,21
Street Light - 1/Out,12-00745213,11-Apr-12,30-May-12,2950 W GRANVILLE AVE ,Replaced Fixture,1155467.587,1941006.93,60659,50,24,2
Street Light - 1/Out,12-00745444,11-Apr-12,24-Apr-12,2633 S DRAKE AVE ,Found Low Voltage - Repaired,1153126.201,1886276.448,60623,22,10,30
Street Light - 1/Out,12-00745881,11-Apr-12,1-May-12,3712 N PAULINA ST ,Replaced Fixture,1164330.566,1924702.097,60613,47,19,6
